hospital_pk,hospital_name,placekey
150042,GOOD SAMARITAN HOSPITAL,zzw-223@5py-vtp-z9f
150133,KOSCIUSKO COMMUNITY HOSPITAL,222-223@5s6-byx-q75
151323,PARKVIEW LAGRANGE HOSPITAL,zzw-222@5s6-gsw-qj9
150004,FRANCISCAN HEALTH HAMMOND,zzw-222@5pv-ywg-x89
150008,ST CATHERINE HOSPITAL INC,222-224@5pv-yvy-fpv
152028,VIBRA HOSPITAL OF NORTHWESTERN INDIANA,222-222@5pv-yjq-7wk
150090,FRANCISCAN HEALTH DYER,zzw-222@5pv-yd9-f75
150126,FRANCISCAN HEALTH CROWN POINT,zzw-225@5pv-ygz-rff
150166,PINNACLE HOSPITAL,zzw-222@5pv-yjr-cqz
152012,KINDRED HOSPITAL NORTHWEST INDIANA,zzw-227@5pv-ywg-x89
150002,METHODIST HOSPITALS INC,222-222@5pv-y79-835
152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,222-223@5pv-yvy-fpv
150125,COMMUNITY HOSPITAL,22f-222@5pv-yff-3bk
150165,FRANCISCAN HEALTH MUNSTER,zzw-222@5pv-ycv-249
150034,ST MARY MEDICAL CENTER INC,227-222@5pv-y5f-jd9
150006,NORTHWEST HEALTH-LA PORTE,227@5pw-5jf-7yv
150015,FRANCISCAN HEALTH MICHIGAN CITY,222-222@5pw-5sg-q75
151335,ASCENSION ST VINCENT DUNN,222-222@5py-xpf-xkf
151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,222-223@5py-xpr-yqf
150088,ASCENSION ST VINCENT ANDERSON,zzw-227@63j-39w-hqz
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,222-222@63j-3bx-fxq
151308,ASCENSION ST VINCENT MERCY,222-222@63j-6tf-mc5
150169,COMMUNITY HOSPITAL NORTH,zzw-222@63j-324-jn5
150074,COMMUNITY HOSPITAL EAST,222-222@5pv-b9w-nwk
150128,COMMUNITY HOSPITAL SOUTH,zzw-224@5pv-9rp-6ff
150160,ORTHOINDY HOSPITAL,zzw-223@5pv-b4y-bkz
152020,ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,224-222@5pv-b6g-t5f
150084,ASCENSION ST VINCENT HOSPITAL,zzw-224@5pv-b6h-grk
152013,KINDRED HOSPITAL INDIANAPOLIS NORTH,222-222@63j-328-9s5
152007,KINDRED HOSPITAL INDIANAPOLIS,222-222@5pv-9nt-cqz
150162,FRANCISCAN HEALTH INDIANAPOLIS,222-223@5pv-9qr-j35
150024,ESKENAZI HEALTH,zzw-222@5pv-9nt-33q
150056,INDIANA UNIVERSITY HEALTH,222-223@5pv-9p4-mrk
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,222-225@5s6-dz9-7kf
151300,COMMUNITY HOSPITAL OF BREMEN INC,zzw-222@5s6-dmr-ghq
151318,DUKES MEMORIAL HOSPITAL,zzw-222@5pw-8js-7t9
150051,IU HEALTH BLOOMINGTON HOSPITAL,zzw-229@5py-989-59f
150183,MONROE HOSPITAL,222-222@5py-8sx-jvz
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,zzw-224@5pv-bqw-5vf
150057,FRANCISCAN HEALTH MOORESVILLE,zzw-22b@5pv-9z7-sh5
150146,PARKVIEW NOBLE HOSPITAL,222-222@63k-bh8-cdv
151306,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,zzw-223@5px-9pr-qzz
151322,PERRY COUNTY MEMORIAL HOSPITAL,zzy-222@5px-5qg-5j9
150035,NORTHWEST  HEALTH- PORTER,222-222@5pv-yt3-ch5
151305,PULASKI MEMORIAL HOSPITAL,zzw-227@5pw-g74-s89
151333,PUTNAM COUNTY HOSPITAL,222-225@5pv-55f-xwk
151301,ASCENSION ST VINCENT RANDOLPH,222-223@63j-4qw-2x5
151329,MARGARET MARY HEALTH,zzw-225@5py-c45-nt9
151304,RUSH MEMORIAL HOSPITAL,zzw-222@63h-zxr-btv
150058,MEMORIAL HOSPITAL OF SOUTH BEND,223-224@5s6-crp-b49
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,zzw-222@5s6-crv-49z
151334,SCOTT MEMORIAL HEALTH,222-222@5py-88v-7wk
150097,MAJOR HOSPITAL,zzw-222@63j-3yw-575
150102,NORTHWEST HEALTH- STARKE ,zzw-222@5pw-gkb-5fz
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,223-222@5s5-v6r-qzz
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,223-222@5py-xzg-s5z
150109,FRANCISCAN HEALTH LAFAYETTE,zzw-222@5pw-c4k-6tv
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,222-222@5pw-c4g-6p9
151311,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,222-226@5pw-93f-9mk
150100,ASCENSION ST VINCENT EVANSVILLE,226-225@5px-nfp-9xq
152014,SELECT SPECIALTY HOSPITAL-EVANSVILLE,223-222@5px-nq5-vvf
150082,DEACONESS HOSPITAL INC,zzw-225@5px-nq9-btv
151326,UNION HOSPITAL CLINTON,222-223@5pv-73r-45f
150023,UNION HOSPITAL INC,222-222@5pv-vd8-g49
150046,TERRE HAUTE REGIONAL HOSPITAL,223-222@5pv-vdd-g6k
151310,"PARKVIEW WABASH HOSPITAL, INC",zzw-223@5pw-fmf-p7q
151307,ASCENSION ST VINCENT WILLIAMSPORT,222-224@5pt-wkp-3nq
151325,ASCENSION ST VINCENT WARRICK,zzw-222@5px-s84-zj9
150149,WOMEN'S HOSPITAL THE,225-222@5px-ndr-wp9
151314,ASCENSION ST VINCENT SALEM,zzw-223@5py-9kw-6hq
150048,REID HEALTH,zzw-223@63j-5m7-3yv
150075,BLUFFTON REGIONAL MEDICAL CENTER,zzw-222@63k-79x-v75
151312,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,222-222@5pw-b27-qfz
150101,PARKVIEW WHITLEY HOSPITAL,
161310,ADAIR COUNTY MEMORIAL HOSPITAL,222-223@5nz-snx-kcq
161304,CHI HEALTH  - MERCY CORNING,223-223@5ny-hkq-tn5
161318,VETERANS MEMORIAL HOSPITAL,zzw-222@5pb-pss-v4v
161377,MERCYONE CENTERVILLE MEDICAL CENTER,zzw-222@5pz-vv8-nwk
161330,AUDUBON COUNTY MEMORIAL HOSPITAL,zzw-223@5nz-hjz-y7q
161349,VIRGINIA GAY HOSPITAL,222-223@5p9-jz8-d7q
160040,MERCYONE CEDAR FALLS MEDICAL CENTER,224-224@5p9-jbg-kxq
160067,MERCYONE WATERLOO MEDICAL CENTER,zzw-228@5p9-jcv-7nq
160110,ALLEN HOSPITAL,zzw-222@5p9-jfm-v2k
161372,BOONE COUNTY HOSPITAL,zzw-223@5pb-764-bff
161339,WAVERLY HEALTH CENTER,222-222@5p9-jr5-ty9
161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,222-224@5p9-pcc-6x5
161335,BUCHANAN COUNTY HEALTH CENTER,222-225@5p9-qbq-vpv
161375,BUENA VISTA REGIONAL MEDICAL CENTER,222-222@5p9-x2m-xbk
161350,STEWART MEMORIAL COMMUNITY HOSPITAL,zzw-222@5nz-kwj-tn5
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,223-222@5nz-gj4-z9f
161332,MANNING REGIONAL HEALTHCARE CENTER,222-222@5nz-g8t-gc5
161376,CASS COUNTY MEMORIAL HOSPITAL,222-22k@5ny-h2t-kcq
160064,MERCYONE NORTH IOWA MEDICAL CENTER,zzw-222@5p9-9q3-tqf
161362,CHEROKEE REGIONAL MEDICAL CENTER,zzw-222@5nw-kkb-4gk
161331,MERCYONE NEW HAMPTON MEDICAL CENTER,zzw-223@5p9-rj6-djv
161348,CLARKE COUNTY HOSPITAL,224-222@5nz-sf5-qfz
160112,SPENCER MUNICIPAL HOSPITAL,zzw-224@5p9-tk6-73q
161312,GUTTENBERG MUNICIPAL HOSPITAL,zzw-223@5sb-gw7-vfz
161319,MERCYONE ELKADER MEDICAL CENTER,227-222@5sb-jjw-whq
161313,GENESIS MEDICAL CENTER-DEWITT,223-226@5q2-mfn-w6k
160080,MERCYONE CLINTON MEDICAL CENTER,zzw-222@5sb-w4v-qfz
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,222-222@5nz-g6c-gc5
161322,DALLAS COUNTY HOSPITAL,222-222@5pb-6x4-mc5
161327,DAVIS COUNTY HOSPITAL,zzw-222@5pz-zc4-j9z
161340,DECATUR COUNTY HOSPITAL,222-222@5nz-s28-xt9
161343,REGIONAL MEDICAL CENTER,222-223@5sb-kt7-49z
160057,GREAT RIVER MEDICAL CENTER,zzw-225@5pz-gw7-z9f
160124,LAKES REGIONAL HEALTHCARE,zzw-223@5p9-zqc-cnq
160069,MERCYONE DUBUQUE MEDICAL CENTER,zzw-222@5sb-hm3-5vf
160117,FINLEY HOSPITAL,zzw-226@5sb-hm3-7t9
161378,MERCYONE DYERSVILLE MEDICAL CENTER,zzw-223@5sb-kj7-gp9
161351,AVERA HOLY FAMILY HOSPITAL,222-222@5p9-y2h-435
161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,zzw-222@5p9-phk-r49
161338,MERCYONE OELWEIN MEDICAL CENTER,222-226@5p9-qm9-k75
161347,FLOYD COUNTY MEDICAL CENTER,zzw-222@5p9-rnw-ysq
161308,FRANKLIN GENERAL HOSPITAL,222-224@5pb-869-pgk
161324,GEORGE C GRAPE COMMUNITY HOSPITAL,zzw-222@5ny-fm4-st9
161325,GREENE COUNTY MEDICAL CENTER,zzw-222@5nz-ncv-h5z
161303,GRUNDY COUNTY MEMORIAL HOSPITAL,zzw-223@5p9-nnw-5cq
161314,GUTHRIE COUNTY HOSPITAL,222-222@5nz-xtk-rkz
161361,VAN DIEST MEDICAL CENTER,222-222@5pb-4dx-5vf
161307,HANCOCK COUNTY HEALTH SYSTEM,zzw-222@5p9-cxn-m6k
161380,HANSEN FAMILY HOSPITAL,222-222@5pb-7n4-3nq
161309,CHI HEALTH MISSOURI VALLEY,zzw-224@5p2-6r2-p5f
161356,HENRY COUNTY HEALTH CENTER,222-222@5pz-b82-8sq
161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,222-223@5pb-rt9-py9
161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,222-224@5pb-b7q-hkf
161354,HORN MEMORIAL HOSPITAL,zzw-222@5nz-nr6-yy9
161317,COMPASS MEMORIAL HEALTHCARE,222-223@5q2-h5b-kpv
161329,JACKSON COUNTY REGIONAL HEALTH CENTER,222-226@5q2-jzh-tn5
160032,MERCYONE NEWTON MEDICAL CENTER,zzw-223@5q3-35j-skf
161364,JEFFERSON COUNTY HEALTH CENTER,zzw-222@5pz-dce-xwk
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,zzw-224@5q2-jc3-x3q
160029,MERCY HOSPITAL,zzw-222@5q2-jby-8jv
161306,JONES REGIONAL MEDICAL CENTER,zzw-222@5q2-mxv-789
161315,KEOKUK COUNTY HEALTH CENTER,224-222@5q3-265-s3q
161353,KOSSUTH REGIONAL HEALTH CENTER,zzw-223@5p9-yqx-rkz
160008,UNITYPOINT HEALTH - KEOKUK,229-223@5pz-c5g-s5z
160122,FORT MADISON COMMUNITY HOSPITAL,222-222@5pz-chb-2tv
160045,ST LUKES HOSPITAL,zzw-222@5q2-hcg-pjv
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,222-224@5q2-hjv-pn5
161341,LUCAS COUNTY HEALTH CENTER,zzw-223@5q2-3wb-89z
161321,AVERA MERRILL PIONEER HOSPITAL,22h@5nx-m8m-hdv
161326,MADISON COUNTY HEALTH CARE SYSTEM,222-222@5nz-qqx-sh5
161379,MAHASKA  HEALTH PARTNERSHIP,zzw-222@5q3-44c-4d9
161367,PELLA REGIONAL HEALTH CENTER,222-227@5q3-3xw-hwk
161355,KNOXVILLE HOSPITAL & CLINICS,222-222@5q3-46z-qs5
160001,UNITYPOINT HEALTH - MARSHALLTOWN,zzw-224@5q3-6vy-p9z
161323,MITCHELL COUNTY REGIONAL HEALTH,225-222@5p9-f44-rhq
161359,BURGESS HEALTH CENTER,222-222@5p2-5dx-vcq
161342,MONROE COUNTY HOSPITAL,zzw-222@5q2-222-syv
161363,MONTGOMERY COUNTY MEMORIAL HOSPITAL,223-223@5ny-c99-jvz
160013,TRINITY MUSCATINE,222-223@5q2-gbv-9fz
161300,MERCYONE PRIMGHAR MEDICAL CENTER,225-223@5p9-wj7-v2k
161381,SANFORD SHELDON MEDICAL CENTER,222-226@5nw-jhv-k4v
161345,OSCEOLA COMMUNITY HOSPITAL,222-224@5nx-j7w-y35
161366,SHENANDOAH MEDICAL CENTER,zzw-223@5ny-c2y-435
161352,CLARINDA REGIONAL HEALTH CENTER,zzw-222@5ny-d5m-7nq
161357,PALO ALTO COUNTY HOSPITAL,zzw-224@5p9-thd-52k
161368,FLOYD VALLEY HEALTHCARE,zzw-222@5nw-dq4-5j9
161305,POCAHONTAS COMMUNITY HOSPITAL,222-222@5p9-vhy-z75
160083,MERCYONE DES MOINES MEDICAL CENTER,222-227@5nz-vrp-xbk
160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,222-226@5nz-vrp-fj9
160101,BROADLAWNS MEDICAL CENTER,222-222@5nz-vmp-xkf
162003,SELECT SPECIALTY HOSPITAL - DES MOINES,222-227@5nz-vrp-xbk
160047,METHODIST JENNIE EDMUNDSON,222-222@5ny-jr3-t35
160028,CHI HEALTH MERCY COUNCIL BLUFFS,222-224@5ny-jr3-t7q
160147,GRINNELL REGIONAL MEDICAL CENTER,222-224@5q2-z9f-ty9
161373,RINGGOLD COUNTY HOSPITAL,zzw-222@5ny-s4k-p35
161370,LORING HOSPITAL,22g@5nz-mh7-r49
162001,SELECT SPECIALTY HOSPITAL - QUAD CITIES,222-222@5q2-x9b-8gk
160033,GENESIS MEDICAL CENTER-DAVENPORT,222-225@5q2-x9w-nt9
160104,TRINITY BETTENDORF,222-224@5q2-xcc-dsq
161374,MYRTUE MEDICAL CENTER,zzw-225@5nz-jsc-py9
161346,SIOUX CENTER HEALTH,222-222@5nw-j8j-v2k
161311,HAWARDEN REGIONAL HEALTHCARE,223-222@5nw-m34-dd9
161336,HEGG MEMORIAL HEALTH CENTER,zzw-222@5nx-mk2-45f
161360,ORANGE CITY AREA HEALTH SYSTEM,224-222@5nw-hzg-qfz
160030,MARY GREELEY MEDICAL CENTER,zzw-222@5pb-5cd-skf
161333,STORY COUNTY HOSPITAL,222-222@5pb-4n6-7nq
161365,GREATER REGIONAL MEDICAL CENTER,222-226@5nz-v9v-94v
161337,VAN BUREN COUNTY HOSPITAL,zzw-222@5pz-ctm-xdv
160089,OTTUMWA REGIONAL HEALTH CENTER,223-222@5q2-zv9-yy9
161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,223-222@5pz-j8k-p5f
161358,WAYNE COUNTY HOSPITAL,222-223@5pz-xtd-wtv
160016,TRINITY REGIONAL MEDICAL CENTER,zzw-222@5pb-64r-p9z
161371,WINNESHIEK MEDICAL CENTER,zzw-224@5pb-p8t-435
160153,MERCYONE SIOUXLAND MEDICAL CENTER,225-222@5nw-hh4-47q
160146,ST LUKES REGIONAL MEDICAL CENTER,zzw-223@5nw-hjj-5xq
161301,IOWA SPECIALTY HOSPITAL - BELMOND,225-222@5p9-c9k-ckf
161302,IOWA SPECIALTY HOSPITAL - CLARION,222-223@5pb-b53-4sq
171373,ALLEN COUNTY REGIONAL HOSPITAL,zzw-222@5r4-ybc-zcq
171316,ANDERSON COUNTY HOSPITAL,222-222@5pq-27f-66k
171382,ATCHISON HOSPITAL,222-222@5nz-77y-v4v
171334,MEDICINE LODGE MEMORIAL HOSPITAL,222-222@5qt-tz4-f9f
171331,KIOWA DISTRICT HOSPITAL,zzw-222@5qt-pvp-wc5
171301,ELLINWOOD DISTRICT HOSPITAL,226-222@5r5-8rg-brk
171333,CLARA BARTON HOSPITAL,223-222@5r5-9cb-4jv
170191,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,222-222@5r5-933-7kf
171341,HIAWATHA COMMUNITY HOSPITAL,225-222@5nz-6gn-j35
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,zzw-222@5r5-h34-h89
170197,KANSAS MEDICAL CENTER LLC,222-222@5r5-grw-vvf
171318,SEDAN CITY HOSPITAL,223-222@5r8-mvx-6x5
171308,MERCY HOSPITAL COLUMBUS,226-222@5r7-v7s-y9z
170203,MERCY SPECIALTY HOSPITAL SOUTHEAST KANSAS ,222-223@5r7-vfc-3wk
171310,CHEYENNE COUNTY HOSPITAL,zzw-222@5qk-7gy-brk
171304,ASHLAND HEALTH CENTER,zzw-222@5r9-bsn-hqz
171368,MINNEOLA DISTRICT HOSPITAL NBR 2,224-223@5r9-cgd-7nq
171371,CLAY COUNTY MEDICAL CENTER,224-223@5r5-qrz-435
171349,CLOUD COUNTY HEALTH CENTER,222-225@5r5-pn6-z2k
171385,COFFEY COUNTY HOSPITAL,222-222@5r4-wy2-w49
171312,COMANCHE COUNTY HOSPITAL,223-222@5r9-8vd-28v
171383,WILLIAM NEWTON HOSPITAL,zzw-222@5r5-d4b-k9f
170150,SOUTH CENTRAL KS  MED CENTER,zzw-222@5r5-dbp-sbk
171376,GIRARD MEDICAL CENTER,zzw-222@5r7-zdh-dy9
170006,ASCENSION VIA CHRISTI HOSPITAL PITTSBURG INC,222-226@5r7-yps-rkz
171352,DECATUR COUNTY HOSPITAL,22d-222@5rb-7c9-x89
171381,MEMORIAL HOSPITAL,222-224@5r4-qmt-rx5
171340,HERINGTON MUNICIPAL HOSPITAL,222-222@5r4-ng3-ffz
170137,LAWRENCE MEMORIAL HOSPITAL,zzw-229@5r6-3k7-92k
171317,EDWARDS COUNTY HOSPITAL,225-222@5r9-d3j-jn5
170013,HAYS MEDICAL CENTER,223-222@5rb-cms-cdv
171327,ELLSWORTH COUNTY MEDICAL CENTER,222-222@5r6-938-t9z
170023,ST CATHERINE HOSPITAL,223-222@5r9-32h-kvf
170014,ADVENTHEALTH OTTAWA,zzw-225@5r5-xsn-p5f
170074,GEARY COMMUNITY HOSPITAL,zzw-224@5r4-nkm-9fz
171367,GOVE COUNTY MEDICAL CENTER,222-222@5rb-47y-2kz
171325,GRAHAM COUNTY HOSPITAL,222-222@5rb-kch-x89
170110,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,222-223@5r9-z7s-389
171359,GREELEY COUNTY HEALTH SERVICES,226-222@5r9-p48-fvf
171339,GREENWOOD COUNTY HOSPITAL,222-222@5r4-vhx-kj9
171322,HAMILTON COUNTY HOSPITAL,223-223@5r9-pqt-w8v
171346,PATTERSON HEALTH CENTER,zzw-222@5qt-w88-kmk
170103,NEWTON MEDICAL CENTER,zzw-223@5r4-mhm-mtv
171324,SATANTA DISTRICT HOSPITAL,zzy-222@5r9-sty-b49
171369,HODGEMAN COUNTY HEALTH CENTER,zzw-222@5r9-fny-xnq
171319,HOLTON COMMUNITY HOSPITAL,zzw-222@5nz-94x-xqz
171314,F W HUSTON MEDICAL CENTER,222-223@5r6-2qm-wkz
171309,JEWELL COUNTY HOSPITAL,222-222@5p5-6m2-gzf
170104,ADVENTHEALTH SHAWNEE MISSION,222-223@5pr-6cb-c3q
170182,MENORAH MEDICAL CENTER,222-222@5pr-5xg-hkf
170185,SAINT LUKE'S SOUTH HOSPITAL,zzw-226@5pr-5xk-4sq
173300,CHILDREN'S MERCY HOSPITAL KANSAS,222-223@5pr-6cq-q75
170049,OLATHE MEDICAL CENTER,222-222@5pr-66b-fcq
170176,OVERLAND PARK REG MED CTR,zzw-222@5pr-6dk-3bk
171313,KEARNY COUNTY HOSPITAL,zzw-222@5r9-34s-w8v
171378,KINGMAN COMMUNITY HOSPITAL,zzy-222@5r5-45q-cbk
171332,KIOWA COUNTY MEMORIAL HOSPITAL,zzw-222@5r9-dvm-bhq
170120,LABETTE HEALTH,zzw-222@5r8-2vb-8jv
171303,LANE COUNTY HOSPITAL,23j@5r9-5cz-wp9
170009,SAINT JOHN HOSPITAL,222-222@5pr-5dg-cyv
171360,LINCOLN COUNTY HOSPITAL,zzw-222@5r6-6d9-bhq
171326,LOGAN COUNTY HOSPITAL,zzw-223@5rb-64x-f4v
171384,NEWMAN REGIONAL HEALTH,222-222@5r5-zcr-2ff
170105,MCPHERSON HOSPITAL INC,zzw-225@5r4-kk4-tsq
171358,LINDSBORG COMMUNITY HOSPITAL,zzw-222@5r4-kwx-26k
170075,"MERCY HOSPITAL, INC",228-222@5r4-mvh-8jv
171357,HILLSBORO COMMUNITY HOSPITAL,222-222@5r4-hjy-7qz
171356,ST LUKE HOSPITAL & LIVING CENTER,224-222@5r4-hm9-vs5
171363,"COMMUNITY MEMORIAL HEALTHCARE, INC",222-224@5r5-rpk-7yv
171321,MEADE DISTRICT HOSPITAL,225-222@5r9-yf8-gzf
170109,MIAMI COUNTY MEDICAL CENTER,222-222@5pq-644-jvz
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,22b@5r6-b96-4vz
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",222-222@5r7-x26-5cq
171379,MORRIS COUNTY HOSPITAL,222-222@5r4-phz-35z
170166,MORTON COUNTY HOSPITAL,zzy-222@5qz-c8h-p7q
171315,NEMAHA VALLEY COMMUNITY HOSPITAL,222-222@5nz-8f7-sqz
171338,SABETHA COMMUNITY HOSPITAL,zzy-222@5nz-6bc-cbk
171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,223-223@5r4-y9j-wx5
171336,NESS COUNTY HOSPITAL DISTRICT #2,zzw-225@5rb-g5y-ch5
171300,GRISELL MEMORIAL HOSPITAL,zzw-222@5rb-f2k-whq
171348,NORTON COUNTY HOSPITAL,223-222@5p5-psd-z4v
171364,OSBORNE COUNTY MEMORIAL HOSPITAL,222@5r6-d3y-f4v
171328,OTTAWA COUNTY HEALTH CENTER,223-223@5r6-bvr-m6k
171345,PAWNEE VALLEY COMMUNITY HOSPITAL,222-222@5r5-5fm-dgk
171353,PHILLIPS COUNTY HEALTH SYSTEMS,223-222@5p5-n8p-7nq
171337,WAMEGO HEALTH CENTER,zzw-222@5r6-4bq-vfz
171354,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",222-222@5r5-sc7-mrk
170027,PRATT REGIONAL MEDICAL CENTER,zzw-223@5r5-656-j9z
171307,RAWLINS COUNTY HEALTH CENTER,zzw-223@5rb-925-wtv
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,zzw-222@5r5-7p4-xyv
171361,REPUBLIC COUNTY HOSPITAL,222-223@5p5-4c4-qs5
171330,HOSPITAL DISTRICT #1 OF RICE COUNTY,222-225@5r5-724-qxq
170142,"ASCENSION VIA CHRISTI HOSPITAL MANHATTAN, INC",zzw-222@5r5-nbk-wp9
171311,ROOKS COUNTY HEALTH CENTER,222-222@5rb-gwg-nkf
171342,RUSH COUNTY MEMORIAL HOSPITAL,zzw-222@5rb-dqb-cyv
171350,RUSSELL REGIONAL HOSPITAL,zzw-222@5rb-jfx-fxq
170012,SALINA REGIONAL HEALTH CENTER,224-222@5r4-qby-brk
170187,SALINA SURGICAL HOSPITAL,zzw-224@5r4-qby-c89
171372,SCOTT COUNTY HOSPITAL,222-222@5r8-y22-75z
170200,"ASCENSION VIA CHRISTI HOSPITAL ST. TERESA, INC. ",222-223@5r5-jdy-85f
170122,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",zzw-224@5r5-jm9-wtv
170202,Wesley Woodlawn Hospital & ER (FKA Galichia Heart Hospital),223-222@5r5-gqw-5fz
170204,"ROCK REGIONAL HOSPITAL, LLC",222-222@5r5-c2m-kxq
170123,WESLEY MEDICAL CENTER,zzw-224@5r5-gqr-btv
170068,SOUTHWEST MEDICAL CENTER,zzw-223@5r9-v3d-zcq
170086,STORMONT VAIL HOSPITAL,223-222@5r5-wpt-pn5
170016,UNIVERSITY OF KANSAS HLTH SYSTEM ST FRANCIS CAMPUS,224-222@5r5-wpt-pn5
171347,SHERIDAN COUNTY HOSPITAL,zzw-222@5rb-4pj-4qf
171370,GOODLAND REGIONAL MEDICAL CENTER,222-222@5rb-rs3-3yv
171377,SMITH COUNTY MEMORIAL HOSPITAL,222-222@5p5-t5b-tgk
171323,STAFFORD COUNTY HOSPITAL,224-223@5r5-67r-6zf
171343,STANTON COUNTY HOSPITAL,zzy-222@5r9-jqm-py9
171335,STEVENS COUNTY HOSPITAL,zzw-222@5r9-vgs-k9f
171329,SUMNER COUNTY HOSPITAL DISTRICT NO 1,zzw-222@5r5-fhk-q4v
171362,CITIZENS MEDICAL CENTER,zzw-223@5rb-595-fzz
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,zzw-222@5rb-k5h-6zf
171351,WASHINGTON COUNTY HOSPITAL,222-222@5r5-tbd-ht9
171365,HANOVER HOSPITAL,222-222@5r5-rj8-kpv
171306,WICHITA COUNTY HEALTH CENTER,zzw-223@5r9-2d9-975
171344,WILSON MEDICAL CENTER,zzy-222@5r4-sxd-wx5
171374,FREDONIA REGIONAL HOSPITAL,zzw-222@5r4-tp3-q75
170146,PROVIDENCE MEDICAL CENTER,zzw-223@5pr-53h-nt9
170040,UNIVERSITY OF KANSAS HOSPITAL,zzw-222@5pr-6f4-5xq
180149,T J HEALTH COLUMBIA,zzw-222@5px-chd-rtv
181324,THE MEDICAL CENTER AT SCOTTSVILLE,223-224@5px-y6n-nyv
180017,T J SAMSON COMMUNITY HOSPITAL,222-222@5py-489-nyv
180154,"PINEVILLE COMMUNITY HEALTH CENTER, INC",zzw-223@63m-jv9-2rk
180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,223-222@63m-k85-dn5
180045,ST ELIZABETH FLORENCE,223-223@63j-cym-575
180046,BOURBON COMMUNITY HOSPITAL,zzw-225@5py-ntk-td9
180009,KING'S DAUGHTERS' MEDICAL CENTER,zzw-222@63m-v39-52k
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,222-222@5px-hpn-whq
180139,KENTUCKY RIVER MEDICAL CENTER,222-223@63m-dh5-rc5
181319,BRECKINRIDGE MEMORIAL HOSPITAL,222-223@5px-69s-yjv
181322,CALDWELL MEDICAL CENTER,222-223@5pn-h24-g8v
180027,MURRAY-CALLOWAY COUNTY HOSPITAL,227-222@5pn-cb7-hbk
180001,ST ELIZABETH FT THOMAS,222-222@63j-8ww-rkz
181310,CARROLL COUNTY MEMORIAL HOSPITAL,zzw-225@5py-pww-4vz
181309,CASEY COUNTY HOSPITAL,222-222@5px-jr8-975
180051,JENNIE STUART MEDICAL CENTER,zzw-226@5pn-gkx-z4v
180092,CLARK REGIONAL MEDICAL CENTER,222-224@5py-nb9-hkf
180043,ADVENTHEALTH MANCHESTER,222-223@63m-84p-hkf
180106,THE MEDICAL CENTER AT ALBANY,222-222@5px-dhj-6hq
180095,CRITTENDEN COMMUNITY HOSPITAL,223-223@5pn-hm6-gff
181317,CUMBERLAND COUNTY HOSPITAL,222-222@5px-g6j-6hq
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,zzw-223@5px-st8-389
181301,MARCUM & WALLACE MEMORIAL HOSPITAL,222-222@63m-f4p-jd9
180010,SAINT JOSEPH HOSPITAL,zzw-222@5py-nkq-fmk
180143,SAINT JOSEPH EAST,zzw-222@5py-nm8-tn5
180067,UNIVERSITY OF KENTUCKY HOSPITAL,zzw-224@5py-nkq-zfz
180103,BAPTIST HEALTH LEXINGTON,zzw-224@5py-nm9-vzz
181332,FLEMING COUNTY HOSPITAL,222-222@63n-bm6-bff
